calories,cook,directions,ingredients,name,prep,rating,ready in,url,keyword,veg/nonveg,core
202,,"1. In a medium bowl, stir together the apples, almonds, cranberries, cherries and yogurt until evenly coated.","4 tart green apples, cored and chopped, ¼ cup blanched slivered almonds, toasted, ¼ cup dried cranberries, ¼ cup chopped dried cherries, 1 (8 ounce) container vanilla yogurt",Autumn Apple Salad II,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/24832/autumn-apple-salad-ii/,"['apple', 'almond', 'cranberry', 'cherry', 'vanilla', 'yogurt']",veg,"['apple', 'almond', 'cranberry', 'cherry', 'vanilla', 'yogurt']"
301,6 mins,"1. In a saucepan over medium heat, stir together the egg, flour, sugar, vinegar and pineapple. Cook until thick, about 6 minutes. Set aside until completely cool. 2. In a large serving bowl, fold together the pineapple mixture and whipped topping. Carefully mix in the apples and 1/2 cup of peanuts. Sprinkle the remaining nuts on the top.","4 cups Granny Smith apple - peeled, cored and chopped, ½ cup white sugar, 1 (8 ounce) can crushed pineapple, with juice, 1 tablespoon all-purpose flour, 1 egg, beaten, 1 tablespoon white vinegar, 1 (8 ounce) container frozen whipped topping, thawed, 1 cup coarsely chopped dry roasted peanuts",Candy Apple Salad,15 mins,4.5,21 mins,https://www.allrecipes.com/recipe/75602/candy-apple-salad/,"['apple', 'sugar', 'pineapple', 'flour', 'egg', 'vinegar', 'peanut']",non-veg,"['apple', 'sugar', 'pineapple', 'flour', 'egg', 'vinegar', 'peanut']"
184,,"1. In a small bowl, toss the chopped apples in reserved pineapple juice. Allow to sit for 5 to 10 minutes. 2. In a large salad bowl, combine the peach pie filling and pineapple chunks. 3. Remove apples from pineapple juice and add to pie filling and pineapple mixture. Add chopped bananas to reserved pineapple juice and let sit for 5 to 10 minutes. 4. Peel and slice kiwi and 1/2 of strawberries. Chop the other 1/2 of strawberries and set aside. 5. Remove bananas from pineapple juice and add to pie filling mixture. Add chopped strawberries; toss together. 6. Arrange kiwi slices around the edge of the serving bowl and alternate with strawberry slices. Chill and serve.","1 (20 ounce) can pineapple chunks, juice reserved, 2 apples, peeled and cored, 1 (21 ounce) can peach pie filling, 2 bananas, peeled and diced, 3 kiwis, 1 pint strawberries",Sunday Best Fruit Salad,20 mins,4.5,45 mins,https://www.allrecipes.com/recipe/14354/sunday-best-fruit-salad/,"['pineapple', 'apple', 'peach', 'banana', 'kiwi', 'strawberry']",veg,"['pineapple', 'apple', 'peach', 'banana', 'kiwi', 'strawberry']"
157,5 hrs,"1. Mix marshmallows, coconut, oranges, pineapple, and sour cream together in a bowl. Cover and refrigerate until flavors blend, 5 to 6 hours.","1 cup mini marshmallows, 1 cup shredded coconut, 1 cup drained mandarin oranges, 1 cup drained pineapple chunks, 1 cup sour cream",5 Cup Salad,10 mins,4.5,5 hrs 10 mins,https://www.allrecipes.com/recipe/230038/5-cup-salad/,"['marshmallow', 'coconut', 'mandarin', 'orange', 'pineapple', 'cream']",veg,"['marshmallow', 'coconut', 'mandarin', 'orange', 'pineapple', 'cream']"
444,,"1. Mix whipped topping, sour cream, pudding mix, and food coloring together in a large bowl until combined. Add fruit cocktail, pineapple, marshmallows, mandarin oranges, strawberries, and banana and mix well. 2. Chill for 3 to 4 hours before serving.","2 (12 ounce) containers whipped topping (such as Cool Whip®), 1 (8 ounce) container sour cream, 2 (4 ounce) packages instant vanilla pudding mix, 4 drops red food coloring, 1 (30 ounce) can fruit cocktail, drained, 1 (20 ounce) can pineapple chunks, drained, 1 (10.5 ounce) package miniature marshmallows, 1 (8 ounce) can mandarin oranges, drained, 1 pint strawberries, hulled and quartered, 1 banana, sliced",Chris's Hawaiian Fluff Salad,15 mins,4.0,3 hrs 15 mins,https://www.allrecipes.com/recipe/280816/chriss-hawaiian-fluff-salad/,"['cream', 'vanilla', 'pineapple', 'marshmallow', 'mandarin', 'orange', 'strawberry', 'banana']",veg,"['cream', 'vanilla', 'pineapple', 'marshmallow', 'mandarin', 'orange', 'strawberry', 'banana']"
126,,"1. Combine the watermelon, feta cheese, and sunflower kernels in a large bowl; toss. Serve immediately.","½ small watermelon, cut into bite-sized chunks, 1 (4 ounce) container crumbled feta cheese, ½ cup salted sunflower seeds",Easy Watermelon Salad,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/197466/easy-watermelon-salad/,"['watermelon', 'feta', 'cheese']",veg,"['watermelon', 'feta', 'cheese']"
204,,"1. Gently combine arugula, strawberries, watermelon, basil, and red onion in a large bowl. 2. Mix olive oil, balsamic vinegar, agave nectar, salt, and pepper together until dressing is uniform. Pour over salad; top with feta cheese.","4 cups arugula, 3 cups sliced fresh strawberries, 3 cups diced seedless watermelon, ¾ cup thinly sliced fresh basil (Optional), ¼ red onion, very thinly sliced, ⅓ cup extra-virgin olive oil, 1 ½ tablespoons balsamic vinegar, 1 teaspoon agave nectar, salt and ground black pepper to taste, ½ cup crumbled feta cheese, or more to taste",Sweet and Peppery Watermelon Salad,20 mins,4.0,20 mins,https://www.allrecipes.com/recipe/258929/sweet-and-peppery-watermelon-salad/,"['arugula', 'strawberry', 'watermelon', 'basil', 'onion', 'oil', 'vinegar', 'salt', 'pepper', 'feta', 'cheese']",veg,"['arugula', 'strawberry', 'watermelon', 'basil', 'onion', 'oil', 'vinegar', 'salt', 'pepper', 'feta', 'cheese']"
448,,"1. Gently mix watermelon, cucumbers, and mint in a large bowl. Whisk olive oil, vinegar, salt, and pepper together in a small bowl. Drizzle over salad and gently toss to coat. Add feta cheese and gently mix.","1 large seedless watermelon, cut into 1-inch cubes, 2 cucumbers, thinly sliced, 12 leaves fresh mint, thinly sliced, ¼ cup olive oil, 2 tablespoons apple cider vinegar, coarse salt and ground black pepper to taste, 1 cup crumbled feta cheese",Watermelon Cucumber Salad,20 mins,5.0,20 mins,https://www.allrecipes.com/recipe/272988/watermelon-cucumber-salad/,"['watermelon', 'cucumber', 'mint', 'oil', 'apple', 'vinegar', 'salt', 'pepper', 'feta', 'cheese']",veg,"['watermelon', 'cucumber', 'mint', 'oil', 'apple', 'vinegar', 'salt', 'pepper', 'feta', 'cheese']"
69,,"1. Mix grapes, strawberries, peach, blueberries, and apple together in a bowl. Pour orange juice over fruit salad and stir.","1 cup green grapes, some halved and some whole, 8 fresh strawberries, chopped, 1 fresh peach, chopped, ½ cup fresh blueberries, ½ Granny Smith apple, chopped, ½ orange, juiced",Fruit Punch Salad,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/242309/fruit-punch-salad/,"['grape', 'strawberry', 'peach', 'blueberry', 'apple', 'orange']",veg,"['grape', 'strawberry', 'peach', 'blueberry', 'apple', 'orange']"
48,15 mins,"1. Place the watermelon and cucumber cubes in a large bowl, and gently toss with the salt and sugar. Drizzle with balsamic vinegar and toss to coat. Refrigerate for 15 minutes, then gently toss one last time before serving.","6 cups cubed seeded watermelon, 4 cups cubed English cucumber, 1 teaspoon salt, 1 tablespoon white sugar (Optional), ½ cup balsamic vinegar",Cucumber-Watermelon Salad,15 mins,4.0,30 mins,https://www.allrecipes.com/recipe/173016/cucumber-watermelon-salad/,"['watermelon', 'cucumber', 'salt', 'sugar', 'vinegar']",veg,"['watermelon', 'cucumber', 'salt', 'sugar', 'vinegar']"
347,,"1. Mix pineapple, mandarin oranges, whipped topping, marshmallows, cherries, and coconut together in a bowl. Chill in refrigerator for 2 hours for flavors to blend.","2 (16 ounce) cans crushed pineapple, drained, 2 (15 ounce) cans mandarin oranges, drained, 2 (8 ounce) containers whipped topping (such as Cool Whip®), 1 ½ (10.5 ounce) packages miniature marshmallows, 1 (4 ounce) jar maraschino cherries, sliced, ½ (3.5 ounce) package shredded coconut",Mandarin Orange Watergate Salad,15 mins,4.5,2 hrs 15 mins,https://www.allrecipes.com/recipe/230173/mandarin-orange-watergate-salad/,"['pineapple', 'mandarin', 'orange', 'marshmallow', 'maraschino', 'cherry', 'coconut']",veg,"['pineapple', 'mandarin', 'orange', 'marshmallow', 'maraschino', 'cherry', 'coconut']"
58,,1. Mix diced apple and cucumber slices together in a small bowl. Drizzle vinaigrette over the apple mixture and toss to coat.,"1 ½ cups diced apple, 1 cup cucumber slices, ⅓ cup raspberry vinaigrette",Cucumber and Apple Salad,10 mins,5.0,10 mins,https://www.allrecipes.com/recipe/238428/cucumber-and-apple-salad/,"['apple', 'cucumber', 'raspberry']",veg,"['apple', 'cucumber', 'raspberry']"
192,,"1. Whisk olive oil, vinegar, salt, and pepper together in a bowl until smooth. 2. Mix watermelon, onion, and mint together in a separate bowl. Drizzle dressing over watermelon mixture and add blue cheese; toss well.","½ cup light olive oil, ¼ cup white balsamic vinegar, salt and ground black pepper to taste, 5 pounds watermelon, cut into bite-size cubes, 1 small sweet onion (such as Vidalia®), thinly sliced, 2 tablespoons chopped fresh mint, or more to taste, 6 ounces crumbled blue cheese",Watermelon and Blue Cheese Salad,20 mins,5.0,20 mins,https://www.allrecipes.com/recipe/238093/watermelon-and-blue-cheese-salad/,"['oil', 'vinegar', 'salt', 'pepper', 'watermelon', 'onion', 'mint', 'cheese']",veg,"['oil', 'vinegar', 'salt', 'pepper', 'watermelon', 'onion', 'mint', 'cheese']"
181,,"1. Stir whipped topping, pineapple, and butterscotch pudding mix together in a bowl until smooth. Fold apples and peanuts into pudding mixture until salad is well mixed. 2. Refrigerate salad until completely chilled, at least 30 minutes.","1 (8 ounce) container frozen whipped topping, thawed, 1 (8 ounce) can crushed pineapple, 1 (3.4 ounce) package instant butterscotch pudding mix, 2 cups chopped apples, 1 cup skinless peanuts",Easy Caramel Apple Salad,10 mins,5.0,40 mins,https://www.allrecipes.com/recipe/238469/easy-caramel-apple-salad/,"['pineapple', 'butterscotch', 'apple', 'peanut']",veg,"['pineapple', 'butterscotch', 'apple', 'peanut']"
140,,"1. Place the mango cubes into a serving bowl. In a separate bowl, whisk together the lime juice and olive oil. Season with red pepper flakes, cilantro, shallots, salt and pepper. Whisk briefly, then pour over the mangos. Stir to coat, then cover and refrigerate for about 30 minutes to blend the flavors before serving.","4 medium mangos - peeled, seeded, and cubed, ¼ cup fresh lime juice, 2 tablespoons extra-virgin olive oil, 1 tablespoon red pepper flakes, 2 tablespoons chopped fresh cilantro, 2 tablespoons chopped shallots, salt and freshly ground black pepper to taste",Spicy Mango Salad,15 mins,4.5,45 mins,https://www.allrecipes.com/recipe/85165/spicy-mango-salad/,"['mango', 'lime', 'oil', 'pepper', 'cilantro', 'shallot', 'salt', 'pepper']",veg,"['mango', 'lime', 'oil', 'pepper', 'cilantro', 'shallot', 'salt', 'pepper']"
115,,"1. Combine bananas, strawberries, and blueberries in a bowl. Drizzle honey and lime juice over fruit; stir to coat. Sprinkle with pine nuts.","2 large bananas, sliced, 1 (16 ounce) package fresh strawberries, hulled and sliced, ½ pound fresh blueberries, 2 tablespoons honey, 1 lime, juiced, ⅓ cup pine nuts",Honey Lime Fruit Salad,20 mins,4.5,20 mins,https://www.allrecipes.com/recipe/222946/honey-lime-fruit-salad/,"['banana', 'strawberry', 'blueberry', 'honey', 'lime']",veg,"['banana', 'strawberry', 'blueberry', 'honey', 'lime']"
162,,"1. Combine watermelon and red grapes in a bowl. Sprinkle lemon zest and lime zest over fruit and toss lightly. Cover bowl and refrigerate, about 1 hour.","4 cups coarsely chopped seedless watermelon, 4 cups seedless red grapes, halved, 2 tablespoons grated lemon zest, 2 tablespoons grated lime zest",Watermelon Salad with Grapes and Citrus,15 mins,5.0,1 hr 15 mins,https://www.allrecipes.com/recipe/242178/watermelon-salad-with-grapes-and-citrus/,"['watermelon', 'grape', 'lemon', 'lime']",veg,"['watermelon', 'grape', 'lemon', 'lime']"
320,,"1. Place the sugar, oil, salt, and vinegar in a jar with a lid. Seal jar, and shake vigorously to mix. 2. In a large bowl, mix salad greens, sweetened dried cranberries, strawberries, mango, and onion. To serve, toss with dressing and sprinkle with almonds.","½ cup sugar, ¾ cup canola oil, 1 teaspoon salt, ¼ cup balsamic vinegar, 8 cups mixed salad greens, 2 cups sweetened dried cranberries, ½ pound fresh strawberries, quartered, 1 mango - peeled, seeded, and cubed, ½ cup chopped onion, 1 cup slivered almonds",Strawberry-Mango Mesclun Salad,15 mins,5.0,15 mins,https://www.allrecipes.com/recipe/90041/strawberry-mango-mesclun-salad/,"['sugar', 'oil', 'salt', 'vinegar', 'cranberry', 'strawberry', 'mango', 'onion', 'almond']",veg,"['sugar', 'oil', 'salt', 'vinegar', 'cranberry', 'strawberry', 'mango', 'onion', 'almond']"
233,,"1. To create the base tier of the cake, cut 3 slices of watermelon, 1 to 2 inches thick, crossways through the center of the melon. Trim the rind from the watermelon slices, and place the largest slice onto a cake plate. Alternate layering sliced strawberries, slices of cantaloupe, and slices of fresh pineapple; follow with the second-largest watermelon slice. Repeat once more to make a layered fruit stack that looks like a cake. 2. Thinly slice a few pieces of remaining melon and pineapple. With cookie cutters or a sharp knife, cut remaining fruit slices into decorative shapes. Decorate the cake tiers with the cut fruit shapes and remaining berries. 3. Refrigerate until serving time. To serve, slice the cake with a sharp knife, one wedge at a time, and set the wedge onto a plate.","1 seedless watermelon, 2 cups strawberries, hulled and sliced, 1 cantaloupe - seeded, peeled, and sliced (Optional), 1 fresh pineapple - peeled, cored, and sliced (Optional)","100% Fruit ""Cake""",30 mins,5.0,30 mins,https://www.allrecipes.com/recipe/218890/100-fruit-cake/,"['watermelon', 'strawberry', 'cantaloupe', 'pineapple']",veg,"['watermelon', 'strawberry', 'cantaloupe', 'pineapple']"
187,,"1. Combine watermelon, feta cheese, red onion, arugula, pine nuts, parsley, and mint in a large mixing bowl. 2. Whisk olive oil, lemon juice, salt, and pepper together in a small bowl; drizzle over salad and toss to coat.","7 cups cubed seeded watermelon, 1 cup crumbled feta cheese, ½ red onion, thinly sliced, ½ cup arugula, ⅓ cup pine nuts, toasted, ⅓ cup chopped fresh parsley, ¼ cup chopped fresh mint, ¼ cup olive oil, 2 tablespoons fresh lemon juice, ½ teaspoon salt, ½ teaspoon freshly ground black pepper",Tisa's Big Top Watermelon Salad,20 mins,5.0,20 mins,https://www.allrecipes.com/recipe/228228/tisas-big-top-watermelon-salad/,"['watermelon', 'feta', 'cheese', 'onion', 'arugula', 'parsley', 'mint', 'oil', 'lemon', 'salt', 'pepper']",veg,"['watermelon', 'feta', 'cheese', 'onion', 'arugula', 'parsley', 'mint', 'oil', 'lemon', 'salt', 'pepper']"
206,,"1. Mix pineapple and pudding mix together in a bowl until pudding mixture is smooth. Fold fruit cocktail and oranges into pudding. 2. Fold whipped topping into pudding mixture until smooth; top with coconut. 3. Refrigerate until chilled, at least 30 minutes.","1 (20 ounce) can crushed pineapple, undrained, 1 (3.4 ounce) package instant vanilla pudding mix, 2 (15 ounce) cans fruit cocktail, drained, 2 (11 ounce) cans mandarin oranges, drained, 1 (8 ounce) container frozen whipped topping, thawed, 2 tablespoons sweetened flaked coconut, or more to taste (Optional)",Lazy Days Ambrosia,15 mins,5.0,45 mins,https://www.allrecipes.com/recipe/239307/lazy-days-ambrosia/,"['pineapple', 'vanilla', 'mandarin', 'orange', 'coconut']",veg,"['pineapple', 'vanilla', 'mandarin', 'orange', 'coconut']"
84,,"1. Mix mangoes, onion, red capsicum, and cilantro leaves together in a bowl. 2. Whisk lime juice, fish sauce, and brown sugar together in a separate bowl until the sugar is dissolved; pour over the mango mixture and toss to coat. Top salad with peanuts.","2 firm green mangoes - peeled, pitted, and cut into matchsticks, ¼ purple onion, thinly sliced, ¼ red capsicum, thinly sliced, 3 sprigs cilantro, or more to taste, leaves removed and stems discarded, 2 tablespoons lime juice, 2 tablespoons fish sauce, 1 tablespoon brown sugar, 1 tablespoon crushed peanuts",Easy Mango Salad,20 mins,4.5,20 mins,https://www.allrecipes.com/recipe/238047/easy-mango-salad/,"['mango', 'onion', 'capsicum', 'cilantro', 'lime', 'fish', 'sauce', 'sugar', 'peanut']",non-veg,"['mango', 'onion', 'pepper', 'cilantro', 'lime', 'fish', 'sauce', 'sugar', 'peanut']"
156,,"1. Toss orange, mango, blueberries, strawberries, raspberries, and banana in a large bowl. Stir yogurt and syrup into the mixture to coat evenly. Sprinkle sugar over the salad; stir to serve.","1 small orange, peeled and diced, ½ mango, diced, ½ cup fresh blueberries, ½ cup fresh strawberries, sliced, ½ cup fresh raspberries, ½ small banana, sliced, 2 tablespoons plain yogurt, 1 tablespoon maple syrup (Optional), 1 pinch white sugar",Fresh Fruit Salad,15 mins,5.0,15 mins,https://www.allrecipes.com/recipe/228681/fresh-fruit-salad/,"['orange', 'mango', 'blueberry', 'strawberry', 'raspberry', 'banana', 'yogurt', 'maple', 'syrup', 'sugar']",veg,"['orange', 'mango', 'blueberry', 'strawberry', 'raspberry', 'banana', 'yogurt', 'maple', 'syrup', 'sugar']"
208,,"1. Gently combine whipped topping, pineapple with a little juice, marshmallows, cherries, and pudding mix in a large bowl until mixture is fluffy and thoroughly combined. Add more marshmallows if salad isn't fluffy enough. Chill in refrigerator for 1 hour before serving.","2 (8 ounce) containers whipped topping (such as Cool Whip®), 1 (20 ounce) can crushed pineapple, most of juice drained, ½ (16 ounce) package miniature marshmallows, or more as needed, 1 (4 ounce) jar maraschino cherries, drained (Optional), 2 (3 ounce) packages instant pistachio pudding mix",Family Tradition Watergate Salad,10 mins,4.5,1 hr 10 mins,https://www.allrecipes.com/recipe/230172/family-tradition-watergate-salad/,"['pineapple', 'marshmallow', 'maraschino', 'cherry', 'pistachio']",veg,"['pineapple', 'marshmallow', 'maraschino', 'cherry', 'pistachio']"
315,,"1. Combine the gelatin with hot water (don't let stand). Grind cranberries and orange (including rind) mix with sugar. Stir in nuts, celery and pineapple. Mix with prepared gelatin and chill.","2 cups cranberries, 1 large orange, 1 cup white sugar, 1 cup finely chopped walnuts, 1 cup chopped celery, 1 cup crushed pineapple, drained, 1 (3 ounce) package raspberry flavored Jell-O® mix, 2 cups hot water",Cranberry Salad,10 mins,4.5,1 hr,https://www.allrecipes.com/recipe/13466/cranberry-salad-ii/,"['cranberry', 'orange', 'sugar', 'walnut', 'celery', 'pineapple', 'raspberry', 'water']",veg,"['cranberry', 'orange', 'sugar', 'walnut', 'celery', 'pineapple', 'raspberry', 'water']"
178,,"1. In a large bowl, toss pineapple, orange, kiwi, grapes and strawberries. In a small cup or bowl, combine lime zest, lime juice, honey, poppy seeds and 1/4 cup reserved pineapple juice. Stir well and toss with fruit.","1 (20 ounce) can pineapple chunks - drained with juice reserved, 1 orange, peeled and segmented, 1 kiwi -- peeled, halved and sliced, 1 cup seedless grapes, 1 cup quartered strawberries, ¼ teaspoon grated lime zest, 2 tablespoons lime juice, 1 tablespoon honey, 1 teaspoon poppy seeds",Tangy Poppy Seed Fruit Salad,15 mins,4.5,15 mins,https://www.allrecipes.com/recipe/22768/tangy-poppy-seed-fruit-salad/,"['pineapple', 'orange', 'kiwi', 'grape', 'strawberry', 'lime', 'lime', 'honey']",veg,"['pineapple', 'orange', 'kiwi', 'grape', 'strawberry', 'lime', 'lime', 'honey']"
245,,"1. Toss the arugula, watermelon, red onion, and feta cheese with the balsamic vinaigrette in a large bowl. Serve cold.","2 (5 ounce) packages arugula, ½ large watermelon, seeded and cubed, 1 red onion, sliced, 1 cup crumbled feta cheese, 1 ½ cups balsamic vinaigrette",Arugula and Watermelon Salad,20 mins,4.5,20 mins,https://www.allrecipes.com/recipe/170404/arugula-and-watermelon-salad/,"['arugula', 'watermelon', 'onion', 'feta', 'cheese']",veg,"['arugula', 'watermelon', 'onion', 'feta', 'cheese']"
397,,"1. In a jar with a tight fitting lid, combine the oil, vinegar, sugar, parsley, salt and pepper. Cover and shake well. Refrigerate until use. 2. In a medium saucepan over medium low heat, cook and stir the almonds and sugar until the sugar is melted and the almonds are coated. Remove from heat, cool, and break apart. Store at room temperature until ready to serve salad. 3. In a large bowl, toss together the lettuce, celery, oranges, almonds and dressing until evenly coated.","½ cup vegetable oil, ¼ cup cider vinegar, ¼ cup white sugar, 2 teaspoons dried parsley, 1 teaspoon salt, 1 pinch ground black pepper, ½ cup sliced almonds, ¼ cup white sugar, 1 head red leaf lettuce - rinsed, dried and torn, 1 red onion, chopped, 1 cup chopped celery, 2 (11 ounce) cans mandarin orange segments, drained",Betsy's Mandarin Orange Salad,25 mins,4.5,25 mins,https://www.allrecipes.com/recipe/25162/betsys-mandarin-orange-salad/,"['oil', 'vinegar', 'sugar', 'parsley', 'salt', 'pepper', 'almond', 'sugar', 'onion', 'celery', 'mandarin', 'orange']",veg,"['oil', 'vinegar', 'sugar', 'parsley', 'salt', 'pepper', 'almond', 'sugar', 'onion', 'celery', 'mandarin', 'orange']"
168,,"1. Place watermelon cubes, tomato, sweet onion, and green onion into a salad bowl. In a separate bowl, whisk together the balsamic vinegar, olive oil, and sweetener until the sweetener has dissolved. Pour the dressing over the salad, and lightly toss; sprinkle with salt and black pepper to taste. 2. Refrigerate at least 30 minutes before serving.","½ seedless watermelon, cut into 1-inch cubes, 1 large ripe tomato, peeled and diced, ¼ sweet onion, very thinly sliced, 1 green onion, chopped (Optional), ¼ cup balsamic vinegar, 2 tablespoons olive oil, 2 (1 gram) packets saccharine-based sugar substitute (such as Sweet'N Low®), salt and ground black pepper to taste",Watermelon Tomato Salad With Balsamic Dressing,20 mins,4.5,50 mins,https://www.allrecipes.com/recipe/218888/watermelon-tomato-salad-with-balsamic-dressing/,"['watermelon', 'tomato', 'onion', 'onion', 'vinegar', 'oil', 'sugar', 'salt', 'pepper']",veg,"['watermelon', 'tomato', 'onion', 'onion', 'vinegar', 'oil', 'sugar', 'salt', 'pepper']"
480,,"1. Combine watermelon, olives, feta cheese, and red onion in a bowl. 2. Combine lime juice, mint, salt, and pepper in a small bowl. Whisk in olive oil until blended. Pour over watermelon mixture; stir until evenly coated. Chill until serving.","½ small watermelon, cubed, ½ cup chopped black olives, ¼ cup crumbled feta cheese, ½ red onion, sliced, 2 tablespoons lime juice, 4 leaves mint, thinly sliced, or more to taste, salt and ground black pepper to taste, ¼ cup olive oil",Watermelon Salad with Mint Dressing,20 mins,4.5,20 mins,https://www.allrecipes.com/recipe/259028/watermelon-salad-with-mint-dressing/,"['watermelon', 'olive', 'feta', 'cheese', 'onion', 'lime', 'mint', 'salt', 'pepper', 'oil']",veg,"['watermelon', 'olive', 'feta', 'cheese', 'onion', 'lime', 'mint', 'salt', 'pepper', 'oil']"
247,,"1. Remove grapes from stems, rinse, and set aside to dry. Mix together the sour cream, cream cheese, white sugar, and vanilla in a large bowl. Fold in grapes until evenly coated. Chill overnight before serving.","4 pounds seedless grapes, 1 cup sour cream, 1 (8 ounce) package cream cheese, ½ cup white sugar, 1 teaspoon vanilla extract",Snow Grapes,20 mins,4.5,8 hrs 20 mins,https://www.allrecipes.com/recipe/150051/snow-grapes/,"['grape', 'cream', 'cream', 'cheese', 'sugar', 'vanilla']",veg,"['grape', 'cream', 'cream', 'cheese', 'sugar', 'vanilla']"
343,,"1. Mix the vinegar and Dijon mustard in a bowl. Stir the garlic, salt, and pepper into the mixture. Slowly stream the olive oil into the dressing while whisking vigorously. Place the dressing in the refrigerator until ready to use. 2. Combine the watermelon, feta cheese, and red onion in a large bowl; toss lightly to mix. Season with the coarsely ground black pepper. Pour about half the dressing over the salad; gently toss to coat. Refrigerate the salad at least 30 minutes. Drizzle the remaining dressing over the salad just before serving.","¼ cup balsamic vinegar, 1 tablespoon Dijon mustard, 1 tablespoon chopped garlic, ½ teaspoon kosher salt, ½ teaspoon freshly ground black pepper, ¾ cup olive oil, 3 cups 2-inch cubes watermelon, 1 cup crumbled feta cheese, ½ red onion, sliced very thin, coarsely ground black pepper to taste",Awesome Summer Watermelon Salad,20 mins,4.5,50 mins,https://www.allrecipes.com/recipe/198656/awesome-summer-watermelon-salad/,"['vinegar', 'mustard', 'garlic', 'salt', 'pepper', 'oil', 'watermelon', 'feta', 'cheese', 'onion', 'pepper']",veg,"['vinegar', 'mustard', 'garlic', 'salt', 'pepper', 'oil', 'watermelon', 'feta', 'cheese', 'onion', 'pepper']"
417,,"1. Layer salad greens, Granny smith apple, walnuts, feta cheese, cranberries, and green onions in a large bowl. 2. Combine vegetable oil, blueberries, extra-virgin olive oil, balsamic vinegar, and salt in a food processor or blender; pulse into a smooth dressing. 3. Pour dressing over salad; toss to combine. Chill until serving.","4 cups mixed salad greens such as leaf lettuce, endive, and radicchio, 1 large Granny Smith, cut into small cubes, ½ cup chopped walnuts, ½ cup crumbled feta cheese, ½ cup dried cranberries, 2 tablespoons finely chopped green onions (Optional), ¼ cup vegetable oil, ¼ cup blueberries, 2 tablespoons extra-virgin olive oil, 2 tablespoons balsamic vinegar, ¼ teaspoon salt","Green Apple Salad With Blueberries, Feta, And Walnuts",15 mins,4.5,15 mins,https://www.allrecipes.com/recipe/255842/green-apple-salad-with-blueberries-feta-and-walnuts/,"['endive', 'radicchio', 'walnut', 'feta', 'cheese', 'cranberry', 'onion', 'oil', 'blueberry', 'oil', 'vinegar', 'salt']",veg,"['endive', 'radicchio', 'walnut', 'feta', 'cheese', 'cranberry', 'onion', 'oil', 'blueberry', 'oil', 'vinegar', 'salt']"
290,,"1. Bring a large pot of lightly salted water to a boil. Cook acini de pepe in the boiling water, stirring occasionally until tender yet firm to the bite, about 11 minutes. Drain and rinse well with cold water. 2. Beat reserved pineapple juice, milk, sugar, and pudding mix together in a large bowl for about 2 minutes. Stir pineapple chunks, marshmallows, mandarin oranges, whipped topping, crushed pineapple, and coconut into the bowl with the juice mixture carefully. Cover and refrigerate at least 5 hours to overnight.","1 ⅓ cups acini di pepe pasta, 1 (20 ounce) can pineapple chunks, drained and 1/4 cup juice reserved, 1 ⅓ cups milk, ¼ cup white sugar, 1 (3.5 ounce) package instant vanilla pudding mix, 3 cups miniature marshmallows, 2 (11 ounce) cans mandarin oranges, drained, 2 cups frozen whipped topping, thawed, 1 (8 ounce) can crushed pineapple, ½ cup flaked coconut",Easy Frog Eye Salad,15 mins,4.0,5 hrs 15 mins,https://www.allrecipes.com/recipe/269282/easy-frog-eye-salad/,"['pasta', 'pineapple', 'milk', 'sugar', 'vanilla', 'marshmallow', 'mandarin', 'orange', 'pineapple', 'coconut']",veg,"['pasta', 'pineapple', 'milk', 'sugar', 'vanilla', 'marshmallow', 'mandarin', 'orange', 'pineapple', 'coconut']"
25,,"1. Cut the round watermelon slice into 6 to 8 wedges, but keep them arranged into a circle. 2. Sprinkle feta cheese, tomato, olives, and mint evenly over the watermelon. Serve immediately.","1 center-cut slice of watermelon, about 1 inch thick, ¼ cup crumbled feta cheese, ⅛ cup diced tomato, 1 tablespoon Kalamata olives, pitted and finely chopped, 1 tablespoon chopped fresh mint",Greek Watermelon Pizza,10 mins,5.0,10 mins,https://www.allrecipes.com/recipe/265391/greek-watermelon-pizza/,"['watermelon', 'feta', 'cheese', 'tomato', 'olive', 'mint']",veg,"['watermelon', 'feta', 'cheese', 'tomato', 'olive', 'mint']"
157,,"1. In a medium bowl, combine the apples, capsicum, red onion and kidney beans. In a separate bowl, whisk together the vinegar, honey, mustard and pepper. Pour over the salad, and stir gently to coat.","2 medium sweet apples, cored and cubed, 1 green capsicum, diced, ¼ cup chopped red onion, 1 (15 ounce) can kidney beans, rinsed and drained, 2 tablespoons white wine vinegar, 1 tablespoon honey, 2 teaspoons Dijon mustard, ground black pepper to taste",Best Apple Salad,15 mins,4.0,15 mins,https://www.allrecipes.com/recipe/89549/best-apple-salad/,"['apple', 'capsicum', 'onion', 'bean', 'vinegar', 'honey', 'mustard', 'pepper']",veg,"['apple', 'pepper', 'onion', 'bean', 'vinegar', 'honey', 'mustard', 'pepper']"
